sample_alias	experiment_id	experiment_name	sample_id	experiment_type	access_status	studies	publications	platform	instrument_model	protocol_label	library_strategy	library_source	library_selection	library_layout	insert_size	read_length	filepath	sample_alias	replicate
650853796-NASAL-287	7455	SRS1055041	5186	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		650853796-NASAL-287	0
188816475-PFORN-5	7456	SRS1054927	6602	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		188816475-PFORN-5	0
932979671-BUCC-63	7457	SRS1055061	6522	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		932979671-BUCC-63	0
525622796-BUCC-61	7458	SRS143356	6532	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		525622796-BUCC-61	0
737052003-ST-0	7459	SRS054659	6070	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		737052003-ST-0	0
305070461-BUCC-0	7460	SRS097914	6553	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		305070461-BUCC-0	0
160036745-ST-0	7461	SRS016629	4902	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160036745-ST-0	0
765337473-BUCC-0	7462	SRS019352	5954	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765337473-BUCC-0	0
188816475-BUCC-0	7463	SRS893297	6596	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		188816475-BUCC-0	0
809362576-TONG-133	7464	SRS147541	6416	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		809362576-TONG-133	0
550534656-SUPRA-0	7465	SRS043867	6170	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		550534656-SUPRA-0	0
160056975-ST-252	7466	SRS052078	4903	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160056975-ST-252	0
596625983-ST-44	7467	SRS893295	6611	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		596625983-ST-44	0
763901136-TONG-1	7468	SRS015116	5495	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763901136-TONG-1	0
763721271-NASAL-154	7469	SRS1055087	5273	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		763721271-NASAL-154	0
765661155-SUPRA-0	7470	SRS019798	6034	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765661155-SUPRA-0	0
159672603-ST-0	7471	SRS016381	4842	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159672603-ST-0	0
535376874-TONG-156	7472	SRS893290	6589	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		535376874-TONG-156	0
250593475-TONG-133	7473	SRS148676	6432	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		250593475-TONG-133	0
764083206-ST-106	7474	SRS019068	5583	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764083206-ST-106	0
159227541-PFORN-254	7475	SRS057894	4699	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159227541-PFORN-254	0
525622796-ST-0	7476	SRS098061	6541	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		525622796-ST-0	0
866653606-PFORN-54	7477	SRS1041185	5267	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		866653606-PFORN-54	0
765398164-ST-0	7478	SRS019178	5982	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765398164-ST-0	0
884797910-ST-106	7479	SRS144297	6477	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		884797910-ST-106	0
722859603-TONG-0	7480	SRS077384	6503	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		722859603-TONG-0	0
158296956-ST-215	7481	SRS1041136	4549	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158296956-ST-215	0
765337473-NASAL-289	7482	SRS105128	5947	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765337473-NASAL-289	0
765377934-SUPRA-324	7483	SRS147128	5963	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765377934-SUPRA-324	0
764346198-PFORN-0	7484	SRS015587	5676	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764346198-PFORN-0	0
764083206-ST-106	7485	SRS019090	5583	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764083206-ST-106	0
159166850-ST-252	7486	SRS054869	4674	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159166850-ST-252	0
857980665-NASAL-254	7487	SRS148453	6204	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		857980665-NASAL-254	0
638754422-TONG-161	7488	SRS893371	5142	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		638754422-TONG-161	0
764508039-SUPRA-0	7489	SRS016071	5722	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764508039-SUPRA-0	0
158458797-ST-245	7490	SRS1041141	4585	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158458797-ST-245	0
763435843-ST-85	7491	SRS015816	5323	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763435843-ST-85	0
763901136-SUPRA-1	7492	SRS015128	5497	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763901136-SUPRA-1	0
159227541-PFORN-371	7493	SRS078241	4693	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159227541-PFORN-371	0
195044680-BUCC-30	7494	SRS893323	6622	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		195044680-BUCC-30	0
525622796-TONG-0	7495	SRS098045	6540	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		525622796-TONG-0	0
103092734-ST-135	7496	SRS148253	6420	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		103092734-ST-135	0
857980665-ST-0	7497	SRS054905	6208	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		857980665-ST-0	0
159733294-ST-0	7498	SRS1041129	4852	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159733294-ST-0	0
764508039-BUCC-0	7499	SRS016063	5721	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764508039-BUCC-0	0
765256553-TONG-317	7500	SRS143879	5914	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765256553-TONG-317	0
160097436-ST-243	7501	SRS058268	4896	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160097436-ST-243	0
938202701-NASAL-0	7502	SRS063626	6393	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		938202701-NASAL-0	0
722859603-ST-0	7503	SRS077392	6504	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		722859603-ST-0	0
368533040-SUPRA-194	7504	SRS1055033	5213	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		368533040-SUPRA-194	0
884419868-ST-135	7505	SRS148817	6442	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		884419868-ST-135	0
675950834-TONG-0	7506	SRS051060	6150	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		675950834-TONG-0	0
868454789-BUCC-131	7507	SRS147049	6508	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		868454789-BUCC-131	0
868454789-ST-131	7508	SRS147039	6506	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		868454789-ST-131	0
370027359-TONG-287	7509	SRS147244	6106	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		370027359-TONG-287	0
316129862-ST-0	7510	SRS1055056	6648	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		316129862-ST-0	0
886389417-ST-56	7511	SRS892882	6665	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		886389417-ST-56	0
764953101-NASAL-226	7512	SRS062632	5797	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764953101-NASAL-226	0
764245047-TONG-330	7513	SRS149579	5602	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764245047-TONG-330	0
739574095-PFORN-105	7514	SRS143016	6360	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		739574095-PFORN-105	0
160461578-ST-0	7515	SRS017622	5016	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160461578-ST-0	0
875002022-INTRO-12	7516	SRS062906	6383	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		875002022-INTRO-12	0
765377934-TONG-280	7517	SRS104647	5978	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765377934-TONG-280	0
158398106-ST-0	7518	SRS1041039	4565	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158398106-ST-0	0
884419868-SUPRA-0	7519	SRS075993	6446	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		884419868-SUPRA-0	0
596625983-BUCC-44	7520	SRS893301	6610	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		596625983-BUCC-44	0
188816475-NASAL-42	7521	SRS1055052	6599	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		188816475-NASAL-42	0
182518224-PFORN-0	7522	SRS893344	6680	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		182518224-PFORN-0	0
884797910-TONG-106	7523	SRS144300	6476	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		884797910-TONG-106	0
863126187-SUPRA-204	7524	SRS146750	6341	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		863126187-SUPRA-204	0
370027359-NASAL-231	7525	SRS143050	6115	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		370027359-NASAL-231	0
764305738-ST-0	7526	SRS015890	5636	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764305738-ST-0	0
604812005-SUPRA-189	7527	SRS1055020	5219	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		604812005-SUPRA-189	0
764508039-TONG-0	7528	SRS016059	5719	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764508039-TONG-0	0
256789458-ST-213	7529	SRS147977	6310	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		256789458-ST-213	0
765256553-PFORN-324	7530	SRS143894	5909	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765256553-PFORN-324	0
857980665-PFORN-254	7531	SRS148459	6202	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		857980665-PFORN-254	0
158883629-TONG-271	7532	SRS1041150	4624	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		158883629-TONG-271	0
765519544-BUCC-318	7533	SRS147355	6008	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765519544-BUCC-318	0
765155402-TONG-0	7534	SRS018610	5866	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765155402-TONG-0	0
561079058-ST-140	7535	SRS147653	6368	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		561079058-ST-140	0
763921366-SUPRA-337	7536	SRS075819	5503	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763921366-SUPRA-337	0
763982056-ST-184	7537	SRS042231	5519	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763982056-ST-184	0
938202701-ST-136	7538	SRS147377	6397	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		938202701-ST-136	0
441369442-BUCC-359	7539	SRS1055090	5164	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		441369442-BUCC-359	0
115629832-NASAL-98	7540	SRS149196	6569	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		115629832-NASAL-98	0
797461496-PFORN-77	7541	SRS893234	5296	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		797461496-PFORN-77	0
646253328-PFORN-100	7542	SRS1055103	6630	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		646253328-PFORN-100	0
764811490-ST-171	7543	SRS048307	5774	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764811490-ST-171	0
604812005-NASAL-189	7544	SRS1055019	5217	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		604812005-NASAL-189	0
764953101-BUCC-0	7545	SRS150034	5794	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764953101-BUCC-0	0
366487741-BUCC-56	7546	SRS893360	6655	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		366487741-BUCC-56	0
465578759-TONG-0	7547	SRS045602	6333	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		465578759-TONG-0	0
866653606-BUCC-131	7548	SRS1055072	5263	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		866653606-BUCC-131	0
159733294-SUPRA-364	7549	SRS074598	4862	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		159733294-SUPRA-364	0
823052294-NASAL-213	7550	SRS105080	6196	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		823052294-NASAL-213	0
763982056-ST-0	7551	SRS015280	5517	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763982056-ST-0	0
763901136-TONG-451	7552	SRS148180	5487	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763901136-TONG-451	0
208027353-BUCC-227	7553	SRS143452	6226	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		208027353-BUCC-227	0
765013792-BUCC-0	7554	SRS018742	5807	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765013792-BUCC-0	0
765377934-SUPRA-0	7555	SRS019276	5970	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765377934-SUPRA-0	0
161068481-ST-331	7556	SRS893382	5126	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		161068481-ST-331	0
604812005-ST-189	7557	SRS1054929	5220	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		604812005-ST-189	0
764467579-NASAL-364	7558	SRS098602	5701	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764467579-NASAL-364	0
763698834-SUPRA-203	7559	SRS056537	5427	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763698834-SUPRA-203	0
360880230-BUCC-0	7560	SRS077635	6494	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		360880230-BUCC-0	0
553359145-PFORN-248	7561	SRS147290	6238	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		553359145-PFORN-248	0
525622796-ST-130	7562	SRS149075	6529	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		525622796-ST-130	0
970836795-ST-0	7563	SRS893366	5149	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		970836795-ST-0	0
763921366-BUCC-386	7564	SRS098535	5512	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		763921366-BUCC-386	0
764508039-SUPRA-336	7565	SRS077549	5716	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764508039-SUPRA-336	0
765398164-BUCC-332	7566	SRS147180	5984	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765398164-BUCC-332	0
763860675-ST-4	7567	SRS014923	5476	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		763860675-ST-4	0
765013792-ST-391	7568	SRS146888	5811	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765013792-ST-391	0
316129862-ST-51	7569	SRS893341	6646	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		316129862-ST-51	0
765135172-ST-297	7570	SRS098881	5857	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765135172-ST-297	0
765155402-ST-1	7571	SRS018623	5879	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765155402-ST-1	0
147406386-NASAL-217	7572	SRS144102	6246	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		147406386-NASAL-217	0
765276783-NASAL-350	7573	SRS148736	5925	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765276783-NASAL-350	0
884797910-BUCC-1	7574	SRS097968	6473	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		884797910-BUCC-1	0
195044680-NASAL-30	7575	SRS1055050	6620	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		195044680-NASAL-30	0
160036745-BUCC-0	7576	SRS016653	4899	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		160036745-BUCC-0	0
638754422-NASAL-287	7577	SRS893367	5132	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		101		638754422-NASAL-287	0
764447348-ST-233	7578	SRS042628	5683	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina Genome Analyzer II	external	WGS	METAGENOMIC	RANDOM	paired		100		764447348-ST-233	0
765195863-TONG-0	7579	SRS018679	5888	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		765195863-TONG-0	0
901775393-GING-1	7580	SRS064197	6389	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		901775393-GING-1	0
764346198-SUPRA-311	7581	SRS065542	5677	metagenome	public	HMP	12015:Lloyd-Price, Jason	ILLUMINA	Illumina HiSeq 2000	external	WGS	METAGENOMIC	RANDOM	paired		100		764346198-SUPRA-311	0
