""	"ASV_name"	"size"	"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"consensus_taxonomy"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"log10P"	"significant"	"local_OTU_size"	"local_sample_count"
"ASV_18601"	"ASV_18601"	1422	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	3.23643046500459	9.17661556638289	10.0268163671285	0.00154277462693063	0.0114512989914428	2.81169751232261	"FALSE"	1338	23
"ASV_20543"	"ASV_20543"	2241	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-2.09823069418269	9.49435409696333	9.83727087005634	0.00171011030500276	0.0124912842814591	2.76697587597684	"FALSE"	2235	25
"ASV_13335"	"ASV_13335"	3248	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	-1.62841812036918	9.42008679692797	9.81569183921275	0.00173029175056265	0.0124912842814591	2.76188066278062	"FALSE"	2986	31
"ASV_10855"	"ASV_10855"	3350	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-2.03242955406967	9.6261692808231	9.37151283598924	0.00220383558010987	0.0156948831178095	2.65682080969077	"FALSE"	3021	32
"ASV_01535"	"ASV_01535"	4897	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella salivae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella salivae"	-1.75403851269122	9.94231946434334	9.33545798766241	0.00224761911197245	0.0157932702934597	2.64827728366519	"FALSE"	4701	48
"ASV_06923"	"ASV_06923"	1734	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	0.975705658720595	8.72604201326435	9.2197974119031	0.00239412037154928	0.0166013346816641	2.62085401792901	"FALSE"	1552	36
"ASV_04109"	"ASV_04109"	7097	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Capnocytophaga"	NA	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga"	-2.52275586918719	10.9109824665386	9.11233939871732	0.00253890963576572	0.0173766932214095	2.59535275615136	"FALSE"	6985	71
"ASV_14210"	"ASV_14210"	3103	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	1.07977762433109	9.73092521096757	8.9834091630175	0.00272441872925927	0.0184072906451235	2.56472614278306	"FALSE"	2996	34
"ASV_09117"	"ASV_09117"	2951	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	NA	NA	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales"	-2.52224945762507	9.54604751642334	8.8619783701498	0.0029117182815607	0.0194237409415505	2.53585064676363	"FALSE"	2812	39
"ASV_05394"	"ASV_05394"	1141	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae"	-1.07898575079144	8.53542278357983	8.83089319743833	0.00296173389391706	0.0195104220261787	2.52845396458424	"FALSE"	1133	29
"ASV_09794"	"ASV_09794"	2204	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	-2.69139452741987	9.19919026468057	8.79948808371377	0.00301315079548429	0.0196040798669163	2.52097913317631	"FALSE"	2069	28
"ASV_01776"	"ASV_01776"	19276	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella melaninogenica"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica"	-1.82369072916142	12.0310684100691	8.74056063228824	0.00311208822804059	0.0197617353536154	2.5069480992119	"FALSE"	18439	91
"ASV_10893"	"ASV_10893"	6659	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-2.4434407419867	10.4548895503977	8.74038993237394	0.00311237957182177	0.0197617353536154	2.50690744384966	"FALSE"	6322	35
"ASV_20449"	"ASV_20449"	3624	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	3.08447787859446	9.57603183763055	8.70666945530704	0.00317047925657891	0.0198792675410401	2.49887508391616	"FALSE"	3624	30
"ASV_02131"	"ASV_02131"	1504	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	"Alloprevotella tannerae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella tannerae"	-1.218239732152	8.77077751018392	8.68617191255608	0.00320633347436131	0.0198792675410401	2.49399131088287	"FALSE"	1485	28
"ASV_02658"	"ASV_02658"	1845	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella denticola"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella denticola"	1.33053548719375	9.5048453845691	8.65749892566822	0.00325718067857817	0.0199597002047755	2.48715815008323	"FALSE"	1845	23
"ASV_10533"	"ASV_10533"	1130	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Anaeroglobus"	"Anaeroglobus geminatus"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaeroglobus;Anaeroglobus geminatus"	-1.76102666691044	8.57338838213544	8.49609936347277	0.00355908661496932	0.0215590648975728	2.44866144275044	"FALSE"	1130	26
"ASV_04792"	"ASV_04792"	4329	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Capnocytophaga"	NA	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga"	-2.38492455371232	9.97228011681002	8.42251158120236	0.00370603502758488	0.0221940961311049	2.43109048026403	"FALSE"	4213	53
"ASV_08914"	"ASV_08914"	1495	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Fretibacterium"	NA	"Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium"	-1.28775332801323	8.65885840164881	8.34406097736272	0.00386950101233107	0.0229126632977357	2.41234503538502	"FALSE"	1378	24
"ASV_15403"	"ASV_15403"	1380	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	-1.94590250497817	8.7845450242465	8.25413799259528	0.00406592102186809	0.0238082264280498	2.39084106153172	"FALSE"	1380	28
"ASV_06790"	"ASV_06790"	2527	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	-1.11829610326824	9.04697890204816	7.93143952416892	0.00485831301381912	0.0279304920536333	2.31351450768752	"FALSE"	2467	24
"ASV_06784"	"ASV_06784"	3423	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	-2.06995612789439	9.51965881845634	7.92489727571632	0.00487591132625097	0.0279304920536333	2.3119442010992	"FALSE"	3323	34
"ASV_01917"	"ASV_01917"	3317	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella intermedia"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella intermedia"	-2.10662851038328	9.68447683567454	7.85138151741199	0.00507818871558104	0.0282887898718024	2.29429116391669	"FALSE"	3269	40
"ASV_18141"	"ASV_18141"	1489	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	NA	"Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium"	1.46584489328736	9.21356155565502	7.81384892268926	0.005184736098364	0.0282887898718024	2.28527334418161	"FALSE"	1430	24
"ASV_06745"	"ASV_06745"	1589	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	1.42041358428708	8.98693216221697	7.81376571222413	0.0051849748299957	0.0282887898718024	2.28525334751419	"FALSE"	1530	23
"ASV_09555"	"ASV_09555"	3670	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-2.54746058787907	10.2224543470153	7.80774909205037	0.00520226629862034	0.0282887898718024	2.2838074204867	"FALSE"	3538	41
"ASV_16706"	"ASV_16706"	1420	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Capnocytophaga"	NA	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga"	-1.73374016520586	9.11374915222907	7.80615583987854	0.00520685506179285	0.0282887898718024	2.28342451119307	"FALSE"	1420	24
"ASV_01719"	"ASV_01719"	4539	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	-1.46116850788468	9.88863726981426	7.74260159317821	0.00539330437444513	0.0290027694421692	2.26814506934436	"FALSE"	4179	47
"ASV_08915"	"ASV_08915"	1216	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Fretibacterium"	NA	"Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium"	-0.886090648850948	8.71800925339648	7.28524181398915	0.00695233719234267	0.0370089060642887	2.15786917251703	"FALSE"	1216	24
"ASV_09394"	"ASV_09394"	4001	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	NA	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae"	-1.86544249619148	10.1284364795923	7.08961776879829	0.00775317815426128	0.040541348824382	2.11052023660012	"FALSE"	3992	49
"ASV_05545"	"ASV_05545"	3532	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	1.73414408482878	9.89103668088937	7.06986686419181	0.00783910803125187	0.040541348824382	2.10573335047159	"FALSE"	3338	38
"ASV_02605"	"ASV_02605"	4503	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	-0.709180199911077	9.96312598458622	7.06812961855371	0.00784671267568684	0.040541348824382	2.10531224972903	"FALSE"	4398	28
"ASV_18591"	"ASV_18591"	2044	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	1.51684624465999	9.39227342232877	7.02197801627413	0.00805152384942844	0.0410321257943097	2.09412191630701	"FALSE"	1982	29
"ASV_13417"	"ASV_13417"	2318	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	-2.33101627468113	9.42407067089355	7.01180032364994	0.00809742140912374	0.0410321257943097	2.09165325841498	"FALSE"	2318	37
"ASV_02980"	"ASV_02980"	3395	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella nigrescens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nigrescens"	-2.33204953685973	9.79769811360565	6.95664925173625	0.00835082824312732	0.0419132046107438	2.07827044863837	"FALSE"	3272	46
"ASV_06744"	"ASV_06744"	2062	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	0.456079349896714	9.16654082313225	6.89401563388562	0.00864847722454415	0.0429567596903105	2.06306035394514	"FALSE"	1841	23
"ASV_06671"	"ASV_06671"	2934	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces graevenitzii"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces graevenitzii"	-1.00647354575043	9.41069592480636	6.87893108174393	0.00872177094281448	0.0429567596903105	2.05939532325512	"FALSE"	2786	33
"ASV_16563"	"ASV_16563"	3537	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas catoniae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas catoniae"	-2.17183500777952	10.2162754702704	6.84645576161054	0.00888172959319352	0.0432408916894222	2.05150245318121	"FALSE"	3537	38
"ASV_07309"	"ASV_07309"	1424	"Bacteria"	"PHY_Coriobacteriia"	"Coriobacteriia"	"Coriobacteriales"	"Atopobacteriaceae"	"Atopobium"	"Atopobium rimae"	"Bacteria;PHY_Coriobacteriia;Coriobacteriia;Coriobacteriales;Atopobacteriaceae;Atopobium;Atopobium rimae"	1.01282198017878	8.75778019889924	6.83406251509126	0.00894356203822965	0.0432408916894222	2.04848947612102	"FALSE"	1272	24
"ASV_03297"	"ASV_03297"	2494	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	0.849934813187462	9.31196690167111	6.7454415150297	0.00939875144383821	0.0448522051232451	2.0269298354499	"FALSE"	2257	28
"ASV_05218"	"ASV_05218"	1661	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	NA	"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter"	0.875037772425221	9.05393741095311	6.73629758626675	0.00944704889692639	0.0448522051232451	2.02470383677565	"FALSE"	1626	24
"ASV_06696"	"ASV_06696"	2291	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces"	1.23649238896025	8.99971733776024	6.70949487506387	0.00959008861764881	0.0451247919776868	2.01817737969294	"FALSE"	2291	28
"ASV_06698"	"ASV_06698"	7395	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces"	-1.57227917294986	10.6803122932562	6.53813881333824	0.0105585757246858	0.0492422071407913	1.97639466102826	"FALSE"	6973	73
"ASV_14297"	"ASV_14297"	27494	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-1.33559939937257	12.4276038148417	6.3902750476131	0.0114747247202123	0.0530454379609815	1.94025772443356	"FALSE"	25326	85
"ASV_14075"	"ASV_14075"	1773	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	1.98313746245785	9.15727571871559	6.34003266374594	0.0118042707665733	0.0540943538607315	1.92796083720326	"FALSE"	1683	24
"ASV_06896"	"ASV_06896"	8855	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	-1.01821326805979	10.6551482509347	6.30508582798169	0.0120392085474503	0.0546953698664335	1.91940206247794	"FALSE"	7843	74
"ASV_10997"	"ASV_10997"	4776	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-2.12655829421056	9.71479260098929	6.25811334373795	0.0123625790266631	0.0556844371542861	1.90789091919788	"FALSE"	4344	29
"ASV_06917"	"ASV_06917"	1614	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	-0.966276626425369	8.80626135644437	6.17438443889932	0.0129612998510738	0.0578864832331855	1.88735144215055	"FALSE"	1381	29
"ASV_06769"	"ASV_06769"	3082	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	-1.27652444293581	10.0106929587906	6.13764713601148	0.0132333282223589	0.0586047392704466	1.87833091568968	"FALSE"	2866	52
"ASV_18258"	"ASV_18258"	4770	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.67306874706042	10.3655021675109	6.05619657913459	0.0138575822151676	0.0608578818949445	1.85831253611723	"FALSE"	4770	37
"ASV_18595"	"ASV_18595"	3124	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	2.14096328415391	9.73662864976147	6.03784547814313	0.0140023625816624	0.0609854965333559	1.85379868077803	"FALSE"	2697	40
"ASV_10886"	"ASV_10886"	9684	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-1.94707921368413	11.2087030539486	5.95665545966408	0.0146618286768666	0.0633342927271204	1.83381185952139	"FALSE"	8426	50
"ASV_01678"	"ASV_01678"	4365	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	-2.38206668935472	10.0161302493066	5.69851495301357	0.016979273239928	0.0722930315109595	1.77008090270477	"FALSE"	4238	40
"ASV_09932"	"ASV_09932"	1839	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	2.54191520641936	9.05618162374573	5.69532883629486	0.0170101250614022	0.0722930315109595	1.76929249336702	"FALSE"	1729	26
"ASV_15811"	"ASV_15811"	3461	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella denticola"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella denticola"	-1.58601693699681	10.2738716998869	5.58700539289266	0.0180942044102089	0.0759353525798909	1.74246050776729	"FALSE"	3454	47
"ASV_09417"	"ASV_09417"	16143	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.73851358826121	12.0787270447846	5.58109945849228	0.0181553214896893	0.0759353525798909	1.74099605630979	"FALSE"	15711	88
"ASV_09418"	"ASV_09418"	16895	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-1.59440723974045	12.1500471965805	5.49085873717632	0.0191161515251324	0.0793245027853918	1.71859953568064	"FALSE"	16351	94
"ASV_01813"	"ASV_01813"	3971	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	-1.95959446487595	9.87894210648392	5.47469971863362	0.0192936750913445	0.0794356779151449	1.71458503934054	"FALSE"	3678	43
"ASV_15961"	"ASV_15961"	1340	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella nigrescens"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nigrescens"	-1.48205573744448	9.09794568342758	5.29334305812956	0.0214070874816902	0.0874537604872152	1.66944241615596	"FALSE"	1340	24
"ASV_01810"	"ASV_01810"	2515	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	-1.02947918759453	8.94243838418796	5.27338745623174	0.0216538357240863	0.0874591172697586	1.66446516230117	"FALSE"	2392	24
"ASV_15809"	"ASV_15809"	1223	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella denticola"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella denticola"	-1.71517818036839	9.1037398074114	5.26644942584402	0.021740311882995	0.0874591172697586	1.6627342298867	"FALSE"	1165	24
"ASV_17344"	"ASV_17344"	1276	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	-1.40714851617668	9.29850770197608	5.24096988713038	0.0220609716041105	0.0880767578436837	1.65637536437943	"FALSE"	1276	26
"ASV_02400"	"ASV_02400"	3430	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella shahii"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella shahii"	-1.63820609544037	10.2069278223573	5.18892495827423	0.0227312733927788	0.0900705344210105	1.64337623466805	"FALSE"	3420	59
"ASV_09116"	"ASV_09116"	1654	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	NA	NA	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales"	-1.38369634206651	9.08888747414386	5.16045904346581	0.0231067893189602	0.0905090434328858	1.63626039540919	"FALSE"	1654	35
"ASV_17446"	"ASV_17446"	1207	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	1.54225041539201	8.6896096334831	5.15455855541607	0.0231854285833768	0.0905090434328858	1.63478487174682	"FALSE"	1207	34
"ASV_13338"	"ASV_13338"	9607	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	-1.43697666030373	11.47492998224	5.12379782468739	0.0235999127487299	0.0914496619013285	1.62708960265765	"FALSE"	9420	95
"ASV_20452"	"ASV_20452"	5139	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-1.7210345043348	9.74768107986704	5.1090363244853	0.023801537212604	0.0915577380368051	1.62339499330515	"FALSE"	5139	36
"ASV_18028"	"ASV_18028"	2139	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Fretibacterium"	"Fretibacterium fastidiosum"	"Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;Fretibacterium fastidiosum"	-1.74678555171173	9.54937489262251	5.03769217170137	0.0248015099679769	0.0946325382058814	1.60552187760937	"FALSE"	2139	33
"ASV_04807"	"ASV_04807"	2781	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Capnocytophaga"	NA	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga"	-1.84362671803444	9.52659358889213	5.02665884231941	0.0249600053332401	0.0946325382058814	1.60275532619328	"FALSE"	2695	42
"ASV_04533"	"ASV_04533"	6053	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas catoniae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas catoniae"	-1.74584609027733	10.5151178834635	4.98708807627625	0.0255371480499446	0.0961291215880057	1.59282760571516	"FALSE"	5735	57
"ASV_03294"	"ASV_03294"	4177	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	1.03260213045932	9.96828608345963	4.9259642470012	0.0264560342376276	0.0988817733562393	1.57747525605916	"FALSE"	3916	46
"ASV_12961"	"ASV_12961"	1229	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"FAM_Parvimonas"	"Parvimonas"	"Parvimonas micra"	"Bacteria;Firmicutes;Clostridia;Clostridiales;FAM_Parvimonas;Parvimonas;Parvimonas micra"	-1.08834751653231	8.58666120821066	4.90737838143585	0.0267422002494978	0.0992474614893333	1.57280286345755	"FALSE"	1229	24
