"ASV_name" "size" "domain" "phylum" "class" "order" "family" "genus" "species" "consensus_taxonomy" "logFC" "logCPM" "LR" "PValue" "FDR" "log10P" "significant" "local_OTU_size" "local_sample_count"
"ASV_13335" "ASV_13335" 3248 "Bacteria" "Fusobacteria" "Fusobacteriia" "Fusobacteriales" "Fusobacteriaceae" "Fusobacterium" NA "Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium" -3.40193568585619 9.14282227371005 13.5797764646795 0.000228635461193869 0.00165056011026259 3.64085640995803 "TRUE" 2986 31
"ASV_14210" "ASV_14210" 3103 "Bacteria" NA NA NA NA NA NA "Bacteria" 3.10731019636058 9.4543887097819 13.3772192682841 0.000254699071428086 0.00181387041408921 3.59397263836734 "TRUE" 2996 34
"ASV_02131" "ASV_02131" 1504 "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Alloprevotella" "Alloprevotella tannerae" "Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella tannerae" -2.28846158605101 8.5100658446596 13.2144387300961 0.000277800677903749 0.00195201276340367 3.55626669880899 "TRUE" 1485 28
"ASV_06802" "ASV_06802" 4395 "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micrococcaceae" "Rothia" NA "Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia" -2.84481802107741 10.1876046503824 13.0799897737257 0.000298467084140834 0.00206963359660815 3.5251035572121 "TRUE" 4201 61
"ASV_02028" "ASV_02028" 3823 "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotella" "Prevotella nanceiensis" "Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nanceiensis" -3.11031809551872 9.77063334799607 12.9358800512111 0.000322343660277574 0.00220617024631534 3.49168086689399 "TRUE" 3683 44
"ASV_18601" "ASV_18601" 1422 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" NA "Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus" 3.4926145574212 8.80763937237567 12.8721184598079 0.00033351385611731 0.00225335643812593 3.47688611823834 "TRUE" 1338 23
"ASV_18141" "ASV_18141" 1489 "Bacteria" "Actinobacteria" "Actinobacteria" "Bifidobacteriales" "Bifidobacteriaceae" "Bifidobacterium" NA "Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium" 2.93828486902521 8.64829291275217 12.6762623704625 0.000370327103156255 0.00247040991599173 3.43141450204599 "TRUE" 1430 24
"ASV_08915" "ASV_08915" 1216 "Bacteria" "Synergistetes" "Synergistia" "Synergistales" "Synergistaceae" "Fretibacterium" NA "Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium" -2.16499344431673 8.44993780676159 12.633168756876 0.000378962257438971 0.00249641387087922 3.42140404122509 "TRUE" 1216 24
"ASV_05218" "ASV_05218" 1661 "Bacteria" "Proteobacteria" "Epsilonproteobacteria" "Campylobacterales" "Campylobacteraceae" "Campylobacter" NA "Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter" 2.09440817915875 8.44026346444971 12.5194207277617 0.00040274373519766 0.00262032035122428 3.39497120644009 "TRUE" 1626 24
"ASV_01718" "ASV_01718" 3677 "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" NA NA "Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae" -3.17189248741673 9.45185158296081 12.3343815993515 0.000444691394958931 0.00282356947227637 3.35194127432442 "TRUE" 3488 37
"ASV_09997" "ASV_09997" 4204 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" NA "Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus" 3.93085701578648 9.68430727859904 12.3343505256183 0.00044469879734144 0.00282356947227637 3.35193404507025 "TRUE" 2985 35
"ASV_05394" "ASV_05394" 1141 "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" NA NA "Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae" -1.71928032198701 8.40774021413283 12.2222191463245 0.000472237278178526 0.00293827193164558 3.32583973291123 "TRUE" 1133 29
"ASV_04532" "ASV_04532" 5468 "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Porphyromonas" "Porphyromonas catoniae" "Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas catoniae" -3.2238209806283 10.0062857196684 12.2128452463231 0.000474615956414168 0.00293827193164558 3.32365766505224 "TRUE" 5129 46
"ASV_04792" "ASV_04792" 4329 "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Capnocytophaga" NA "Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga" -2.933773845189 9.97859759258489 12.1727305984232 0.000484932635095548 0.00293827193164558 3.31431858766219 "TRUE" 4213 53
"ASV_09907" "ASV_09907" 10116 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" NA "Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus" 2.95794789148721 11.3687027424268 12.1722185940915 0.000485065764806766 0.00293827193164558 3.31419937612673 "TRUE" 9980 76
"ASV_16982" "ASV_16982" 2595 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pasteurellales" "Pasteurellaceae" NA NA "Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae" -3.79493456094179 9.71086378825231 11.9947046490791 0.000533519311410095 0.00319505314901273 3.27284985611382 "TRUE" 2595 31
"ASV_11317" "ASV_11317" 4415 "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "FAM_Gemella" "Gemella" NA "Bacteria;Firmicutes;Bacilli;Bacillales;FAM_Gemella;Gemella" -3.1918381337148 10.0679353193885 11.930109025376 0.000552339443426301 0.00327059423242315 3.25779394201852 "TRUE" 4256 46
"ASV_02599" "ASV_02599" 5480 "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotella" NA "Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella" -3.38237813116464 9.70486545848581 11.8537866846808 0.000575442153355232 0.00334181468230271 3.23999832753602 "TRUE" 5185 38
"ASV_14075" "ASV_14075" 1773 "Bacteria" NA NA NA NA NA NA "Bacteria" 3.37303267502484 8.81894125436295 11.8485920047066 0.000577049594097812 0.00334181468230271 3.23878686012428 "TRUE" 1683 24
"ASV_06769" "ASV_06769" 3082 "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micrococcaceae" "Rothia" NA "Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia" -2.83483204099535 9.77739150271069 11.8197405648463 0.00058606025506138 0.00335710602627551 3.23205773023553 "TRUE" 2866 52
"ASV_10893" "ASV_10893" 6659 "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Veillonella" NA "Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella" -3.92324876687859 10.4563807118967 11.6670960758111 0.000636152291607622 0.00358062835562446 3.19643890402536 "TRUE" 6322 35
"ASV_03297" "ASV_03297" 2494 "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotella" NA "Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella" 1.49783558187257 8.96778194702471 11.659747893447 0.000638669953375141 0.00358062835562446 3.19472351501521 "TRUE" 2257 28
"ASV_06818" "ASV_06818" 1697 "Bacteria" "Actinobacteria" "Actinobacteria" "Actinomycetales" "Micrococcaceae" "Rothia" NA "Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia" 2.28383458273432 8.53371765720641 11.5680577485046 0.000670944645217687 0.00370429161894666 3.17331330884468 "TRUE" 1591 24
"ASV_09556" "ASV_09556" 4177 "Bacteria" "Proteobacteria" "Betaproteobacteria" "Neisseriales" "Neisseriaceae" "Neisseria" NA "Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria" -3.57681402292306 9.95701889900182 11.5574438446408 0.0006747855700548 0.00370429161894666 3.17083421314957 "TRUE" 4177 36
"ASV_01677" "ASV_01677" 3798 "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" NA NA "Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae" -3.36393017615089 9.60072266451903 11.5354112434132 0.000682829712722767 0.00370980678974122 3.16568758921111 "TRUE" 3647 35
"ASV_05550" "ASV_05550" 4716 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pasteurellales" "Pasteurellaceae" "Haemophilus" NA "Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus" -4.0274626754609 9.29327326371013 11.387568616447 0.000739372429306714 0.00397020274946028 3.13113674800581 "TRUE" 4395 23
"ASV_20449" "ASV_20449" 3624 "Bacteria" NA NA NA NA NA NA "Bacteria" 4.10730180736877 9.56465842770938 11.3714269880016 0.000745825563940356 0.00397020274946028 3.12736273482835 "TRUE" 3624 30
"ASV_05215" "ASV_05215" 6322 "Bacteria" "Proteobacteria" "Epsilonproteobacteria" "Campylobacterales" "Campylobacteraceae" "Campylobacter" NA "Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter" -2.60918990921031 10.1652955715281 11.2893004304167 0.000779550501349474 0.00410823114211173 3.10815574481514 "TRUE" 5842 61
"ASV_13417" "ASV_13417" 2318 "Bacteria" "Fusobacteria" "Fusobacteriia" "Fusobacteriales" "Fusobacteriaceae" "Fusobacterium" NA "Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium" -2.98764793643547 9.29894208001856 11.138532226611 0.000845527689137124 0.0044118127938145 3.07287216566227 "TRUE" 2318 37
"ASV_10856" "ASV_10856" 2881 "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Veillonella" NA "Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella" -2.96070566871518 9.09903715344693 10.8688244645497 0.000977965854281891 0.00505282358045644 3.00967630835742 "TRUE" 2669 33
"ASV_18258" "ASV_18258" 4770 "Bacteria" "Proteobacteria" "Betaproteobacteria" "Neisseriales" "Neisseriaceae" "Neisseria" NA "Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria" -3.541139651387 10.3174648300249 10.5709399056134 0.0011487930135083 0.00587780503028031 2.93975821429608 "TRUE" 4770 37
"ASV_11371" "ASV_11371" 3081 "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Megasphaera" "Megasphaera micronuciformis" "Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;Megasphaera micronuciformis" 3.30420956695213 10.2508785060702 10.4435369028199 0.00123079360898974 0.00623680992247687 2.9098147675332 "TRUE" 2906 47
"ASV_19907" "ASV_19907" 2910 "Bacteria" "Fusobacteria" "Fusobacteriia" "Fusobacteriales" "Fusobacteriaceae" "Fusobacterium" NA "Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium" -3.18263673592737 9.54475269287431 10.3447264088155 0.00129845110363858 0.00651698792016696 2.8865744001508 "TRUE" 2910 35
"ASV_18595" "ASV_18595" 3124 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" NA "Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus" 3.3143173060645 9.70509621057836 10.20060858804 0.00140394313437961 0.00697998143224578 2.85265048260885 "TRUE" 2697 40
"ASV_09794" "ASV_09794" 2204 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" NA "Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus" -2.92366879901009 8.83547602996415 10.1809551980788 0.00141898652572203 0.00698884017808887 2.84802172845539 "TRUE" 2069 28
"ASV_14322" "ASV_14322" 2941 "Bacteria" NA NA NA NA NA NA "Bacteria" -3.29263513341147 9.12786428663666 10.1381234409797 0.00145233939419337 0.0070868783401843 2.83793188239517 "TRUE" 2806 28
"ASV_18964" "ASV_18964" 3841 "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Veillonella" NA "Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella" -3.36862576599542 9.69505061084102 10.0615967056613 0.00151391962940674 0.0073195930706179 2.81989717994271 "TRUE" 3771 33
"ASV_18028" "ASV_18028" 2139 "Bacteria" "Synergistetes" "Synergistia" "Synergistales" "Synergistaceae" "Fretibacterium" "Fretibacterium fastidiosum" "Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Fretibacterium;Fretibacterium fastidiosum" -3.06783160307494 9.29343102814224 10.0207529937257 0.00154786174166612 0.00741566488961858 2.81026783403625 "TRUE" 2139 33
"ASV_04807" "ASV_04807" 2781 "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Capnocytophaga" NA "Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga" -2.63752639898291 9.29777584484263 9.85321221653462 0.00169535472584554 0.00804911658126669 2.77073941878281 "TRUE" 2695 42
"ASV_20339" "ASV_20339" 2287 "Bacteria" NA NA NA NA NA NA "Bacteria" -3.29677919889561 9.76559845389416 9.66072071463201 0.00188249752537744 0.00885782317744564 2.72526558602534 "TRUE" 2281 34
"ASV_17009" "ASV_17009" 3320 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pasteurellales" "Pasteurellaceae" "Haemophilus" NA "Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus" -3.17303449022827 9.48469595844177 9.57493740711108 0.0019725157769731 0.00919925499526392 2.70497951444303 "TRUE" 3320 34
"ASV_18340" "ASV_18340" 3265 "Bacteria" "Proteobacteria" "Betaproteobacteria" "Neisseriales" "Neisseriaceae" "Neisseria" NA "Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria" -3.01694406690814 9.57346027215198 9.45236150701182 0.00210877420160862 0.00974845617761177 2.67596992013974 "TRUE" 3265 36
"ASV_18967" "ASV_18967" 3986 "Bacteria" "Firmicutes" "Negativicutes" "Selenomonadales" "Veillonellaceae" "Veillonella" NA "Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella" -3.31345133208803 10.1185671625664 9.43182154187147 0.00213252367142305 0.00977252152034738 2.67110613938138 "TRUE" 3986 36
